Timestep ;Biomass (MW);Energy storage (MW);Fossil Brown coal/Lignite (MW);Fossil Coal-derived gas (MW);Fossil Gas (MW);Fossil Hard coal (MW);Fossil Oil (MW);Fossil Oil shale (MW);Fossil Peat (MW);Geothermal (MW);Hydro Pumped Storage (MW);Hydro Run-of-river and pondage (MW);Hydro Water Reservoir (MW);Marine (MW);Nuclear (MW);Other (MW);Other renewable (MW);Solar (MW);Waste (MW);Wind Offshore (MW);Wind Onshore (MW)
05/01/2024 22:00:00 - 05/01/2024 23:00:00;404.00;n/e;n/e;596.00;8131.00;539.00;16.00;n/e;n/e;623.00;353.00;2967.00;411.00;n/e;n/e;1180.00;n/e;0.00;374.00;30.00;4317.00
05/01/2024 23:00:00 - 06/01/2024 00:00:00;400.00;n/e;n/e;592.00;6765.00;448.00;26.00;n/e;n/e;624.00;289.00;2481.00;266.00;n/e;n/e;1038.00;n/e;0.00;375.00;30.00;4631.00
06/01/2024 00:00:00 - 06/01/2024 01:00:00;401.00;n/e;n/e;578.00;5929.00;424.00;16.00;n/e;n/e;624.00;235.00;2395.00;259.00;n/e;n/e;1436.00;n/e;0.00;376.00;30.00;4763.00
06/01/2024 01:00:00 - 06/01/2024 02:00:00;398.00;n/e;n/e;573.00;5424.00;445.00;16.00;n/e;n/e;624.00;43.00;2296.00;223.00;n/e;n/e;1351.00;n/e;0.00;376.00;30.00;4605.00
06/01/2024 02:00:00 - 06/01/2024 03:00:00;397.00;n/e;n/e;579.00;5477.00;454.00;17.00;n/e;n/e;624.00;6.00;2159.00;232.00;n/e;n/e;1203.00;n/e;0.00;371.00;30.00;4358.00
06/01/2024 03:00:00 - 06/01/2024 04:00:00;394.00;n/e;n/e;572.00;5278.00;459.00;16.00;n/e;n/e;624.00;7.00;2110.00;232.00;n/e;n/e;1116.00;n/e;0.00;373.00;30.00;4389.00
06/01/2024 04:00:00 - 06/01/2024 05:00:00;393.00;n/e;n/e;560.00;5116.00;429.00;26.00;n/e;n/e;624.00;4.00;2026.00;224.00;n/e;n/e;1081.00;n/e;0.00;366.00;30.00;4371.00
06/01/2024 05:00:00 - 06/01/2024 06:00:00;394.00;n/e;n/e;564.00;5245.00;431.00;16.00;n/e;n/e;624.00;3.00;2055.00;216.00;n/e;n/e;1352.00;n/e;0.00;368.00;30.00;3926.00
06/01/2024 06:00:00 - 06/01/2024 07:00:00;390.00;n/e;n/e;566.00;6218.00;436.00;16.00;n/e;n/e;624.00;54.00;2265.00;232.00;n/e;n/e;1300.00;n/e;0.00;359.00;30.00;3460.00
06/01/2024 07:00:00 - 06/01/2024 08:00:00;395.00;n/e;n/e;576.00;6751.00;477.00;16.00;n/e;n/e;627.00;96.00;2775.00;266.00;n/e;n/e;1580.00;n/e;14.00;358.00;30.00;3440.00
06/01/2024 08:00:00 - 06/01/2024 09:00:00;395.00;n/e;n/e;560.00;6765.00;535.00;16.00;n/e;n/e;627.00;145.00;2928.00;329.00;n/e;n/e;1644.00;n/e;233.00;357.00;30.00;3549.00
06/01/2024 09:00:00 - 06/01/2024 10:00:00;396.00;n/e;n/e;564.00;7361.00;577.00;26.00;n/e;n/e;629.00;266.00;3524.00;405.00;n/e;n/e;1606.00;n/e;717.00;352.00;30.00;3813.00
06/01/2024 10:00:00 - 06/01/2024 11:00:00;397.00;n/e;n/e;559.00;8197.00;580.00;26.00;n/e;n/e;628.00;507.00;3023.00;504.00;n/e;n/e;1604.00;n/e;1266.00;354.00;30.00;3861.00
06/01/2024 11:00:00 - 06/01/2024 12:00:00;395.00;n/e;n/e;559.00;8242.00;509.00;26.00;n/e;n/e;627.00;628.00;2881.00;510.00;n/e;n/e;1607.00;n/e;1506.00;353.00;30.00;3886.00
06/01/2024 12:00:00 - 06/01/2024 13:00:00;377.00;n/e;n/e;562.00;8638.00;519.00;26.00;n/e;n/e;627.00;798.00;3098.00;513.00;n/e;n/e;1613.00;n/e;1441.00;349.00;30.00;3675.00
06/01/2024 13:00:00 - 06/01/2024 14:00:00;377.00;n/e;n/e;560.00;8244.00;496.00;26.00;n/e;n/e;629.00;332.00;2906.00;425.00;n/e;n/e;1519.00;n/e;1080.00;347.00;27.00;3645.00
06/01/2024 14:00:00 - 06/01/2024 15:00:00;397.00;n/e;n/e;560.00;8057.00;483.00;26.00;n/e;n/e;627.00;372.00;2714.00;424.00;n/e;n/e;1535.00;n/e;832.00;347.00;25.00;3362.00
06/01/2024 15:00:00 - 06/01/2024 16:00:00;402.00;n/e;n/e;560.00;8367.00;492.00;21.00;n/e;n/e;627.00;446.00;2841.00;424.00;n/e;n/e;1719.00;n/e;462.00;342.00;14.00;3263.00
06/01/2024 16:00:00 - 06/01/2024 17:00:00;408.00;n/e;n/e;565.00;8749.00;388.00;16.00;n/e;n/e;629.00;479.00;3158.00;457.00;n/e;n/e;1860.00;n/e;73.00;341.00;0.00;3346.00
06/01/2024 17:00:00 - 06/01/2024 18:00:00;396.00;n/e;n/e;560.00;9503.00;331.00;21.00;n/e;n/e;630.00;720.00;4569.00;561.00;n/e;n/e;1861.00;n/e;0.00;350.00;2.00;3293.00
06/01/2024 18:00:00 - 06/01/2024 19:00:00;425.00;n/e;n/e;575.00;9214.00;346.00;16.00;n/e;n/e;630.00;872.00;5412.00;731.00;n/e;n/e;1805.00;n/e;0.00;351.00;11.00;3581.00
06/01/2024 19:00:00 - 06/01/2024 20:00:00;432.00;n/e;n/e;559.00;9337.00;345.00;16.00;n/e;n/e;630.00;921.00;5318.00;929.00;n/e;n/e;1805.00;n/e;0.00;354.00;8.00;3649.00
06/01/2024 20:00:00 - 06/01/2024 21:00:00;438.00;n/e;n/e;559.00;8975.00;361.00;16.00;n/e;n/e;630.00;1102.00;4999.00;603.00;n/e;n/e;1839.00;n/e;0.00;353.00;4.00;3237.00
06/01/2024 21:00:00 - 06/01/2024 22:00:00;443.00;n/e;n/e;562.00;8482.00;363.00;16.00;n/e;n/e;630.00;744.00;3909.00;495.00;n/e;n/e;1750.00;n/e;0.00;355.00;12.00;3194.00
06/01/2024 22:00:00 - 06/01/2024 23:00:00;441.00;n/e;n/e;564.00;7812.00;359.00;23.00;n/e;n/e;630.00;437.00;3043.00;418.00;n/e;n/e;1592.00;n/e;0.00;374.00;10.00;3130.00
06/01/2024 23:00:00 - 07/01/2024 00:00:00;445.00;n/e;n/e;574.00;6298.00;361.00;16.00;n/e;n/e;631.00;85.00;2752.00;297.00;n/e;n/e;1487.00;n/e;0.00;374.00;3.00;3277.00
07/01/2024 00:00:00 - 07/01/2024 01:00:00;453.00;n/e;n/e;559.00;5382.00;362.00;16.00;n/e;n/e;631.00;14.00;2932.00;321.00;n/e;n/e;1397.00;n/e;0.00;374.00;4.00;3255.00
07/01/2024 01:00:00 - 07/01/2024 02:00:00;444.00;n/e;n/e;561.00;4907.00;364.00;16.00;n/e;n/e;632.00;80.00;2889.00;215.00;n/e;n/e;1255.00;n/e;0.00;372.00;2.00;3128.00
07/01/2024 02:00:00 - 07/01/2024 03:00:00;441.00;n/e;n/e;562.00;4771.00;364.00;16.00;n/e;n/e;633.00;184.00;2632.00;183.00;n/e;n/e;1161.00;n/e;0.00;377.00;3.00;3170.00
07/01/2024 03:00:00 - 07/01/2024 04:00:00;449.00;n/e;n/e;566.00;4433.00;363.00;16.00;n/e;n/e;634.00;185.00;2519.00;178.00;n/e;n/e;1119.00;n/e;0.00;380.00;3.00;3383.00
07/01/2024 04:00:00 - 07/01/2024 05:00:00;458.00;n/e;n/e;570.00;4347.00;363.00;16.00;n/e;n/e;634.00;184.00;2248.00;159.00;n/e;n/e;1153.00;n/e;0.00;378.00;2.00;3447.00
07/01/2024 05:00:00 - 07/01/2024 06:00:00;458.00;n/e;n/e;570.00;4511.00;364.00;16.00;n/e;n/e;634.00;183.00;2271.00;169.00;n/e;n/e;1172.00;n/e;0.00;378.00;1.00;3628.00
07/01/2024 06:00:00 - 07/01/2024 07:00:00;458.00;n/e;n/e;566.00;4717.00;363.00;26.00;n/e;n/e;634.00;183.00;2460.00;171.00;n/e;n/e;1205.00;n/e;0.00;363.00;0.00;3666.00
07/01/2024 07:00:00 - 07/01/2024 08:00:00;457.00;n/e;n/e;564.00;5242.00;364.00;26.00;n/e;n/e;634.00;262.00;3082.00;274.00;n/e;n/e;1191.00;n/e;36.00;359.00;1.00;3535.00
07/01/2024 08:00:00 - 07/01/2024 09:00:00;458.00;n/e;n/e;562.00;5446.00;363.00;16.00;n/e;n/e;634.00;243.00;3489.00;335.00;n/e;n/e;1190.00;n/e;456.00;367.00;2.00;3421.00
07/01/2024 09:00:00 - 07/01/2024 10:00:00;458.00;n/e;n/e;568.00;5516.00;363.00;26.00;n/e;n/e;634.00;96.00;3857.00;320.00;n/e;n/e;1286.00;n/e;1147.00;367.00;1.00;3378.00
07/01/2024 10:00:00 - 07/01/2024 11:00:00;458.00;n/e;n/e;564.00;5486.00;362.00;26.00;n/e;n/e;633.00;82.00;3596.00;343.00;n/e;n/e;1403.00;n/e;1532.00;374.00;3.00;3582.00
07/01/2024 11:00:00 - 07/01/2024 12:00:00;455.00;n/e;n/e;564.00;5705.00;362.00;26.00;n/e;n/e;631.00;103.00;3459.00;341.00;n/e;n/e;1406.00;n/e;1835.00;368.00;13.00;4139.00
07/01/2024 12:00:00 - 07/01/2024 13:00:00;456.00;n/e;n/e;562.00;5708.00;363.00;26.00;n/e;n/e;633.00;166.00;3294.00;366.00;n/e;n/e;1439.00;n/e;2018.00;368.00;23.00;5052.00
07/01/2024 13:00:00 - 07/01/2024 14:00:00;453.00;n/e;n/e;565.00;4752.00;365.00;26.00;n/e;n/e;633.00;249.00;2789.00;343.00;n/e;n/e;1485.00;n/e;1786.00;370.00;26.00;6210.00
07/01/2024 14:00:00 - 07/01/2024 15:00:00;456.00;n/e;n/e;571.00;4414.00;364.00;26.00;n/e;n/e;633.00;127.00;2429.00;277.00;n/e;n/e;1502.00;n/e;1265.00;370.00;29.00;7194.00
07/01/2024 15:00:00 - 07/01/2024 16:00:00;455.00;n/e;n/e;579.00;4306.00;364.00;26.00;n/e;n/e;633.00;187.00;2418.00;289.00;n/e;n/e;1523.00;n/e;605.00;373.00;29.00;7683.00
07/01/2024 16:00:00 - 07/01/2024 17:00:00;458.00;n/e;n/e;565.00;4906.00;364.00;21.00;n/e;n/e;634.00;200.00;2578.00;310.00;n/e;n/e;1574.00;n/e;102.00;367.00;19.00;7871.00
07/01/2024 17:00:00 - 07/01/2024 18:00:00;458.00;n/e;n/e;560.00;6536.00;365.00;16.00;n/e;n/e;635.00;307.00;3974.00;481.00;n/e;n/e;1685.00;n/e;0.00;371.00;18.00;7523.00
07/01/2024 18:00:00 - 07/01/2024 19:00:00;458.00;n/e;n/e;562.00;7078.00;364.00;16.00;n/e;n/e;634.00;344.00;4440.00;583.00;n/e;n/e;1748.00;n/e;0.00;375.00;7.00;7017.00
07/01/2024 19:00:00 - 07/01/2024 20:00:00;458.00;n/e;n/e;560.00;7516.00;364.00;16.00;n/e;n/e;633.00;723.00;4893.00;655.00;n/e;n/e;1782.00;n/e;0.00;374.00;2.00;6392.00
07/01/2024 20:00:00 - 07/01/2024 21:00:00;457.00;n/e;n/e;569.00;7595.00;364.00;16.00;n/e;n/e;634.00;864.00;4467.00;600.00;n/e;n/e;1769.00;n/e;0.00;374.00;2.00;5567.00
07/01/2024 21:00:00 - 07/01/2024 22:00:00;455.00;n/e;n/e;560.00;7494.00;364.00;21.00;n/e;n/e;633.00;432.00;3947.00;488.00;n/e;n/e;1713.00;n/e;0.00;378.00;0.00;4793.00
07/01/2024 22:00:00 - 07/01/2024 23:00:00;460.00;n/e;n/e;563.00;6756.00;363.00;26.00;n/e;n/e;632.00;228.00;2776.00;448.00;n/e;n/e;1578.00;n/e;0.00;390.00;0.00;4600.00
07/01/2024 23:00:00 - 08/01/2024 00:00:00;455.00;n/e;n/e;559.00;5606.00;363.00;23.00;n/e;n/e;633.00;294.00;2582.00;308.00;n/e;n/e;1491.00;n/e;0.00;393.00;0.00;4257.00
08/01/2024 00:00:00 - 08/01/2024 01:00:00;433.00;n/e;n/e;563.00;4623.00;363.00;16.00;n/e;n/e;634.00;34.00;2472.00;169.00;n/e;n/e;1270.00;n/e;0.00;387.00;0.00;4070.00
08/01/2024 01:00:00 - 08/01/2024 02:00:00;429.00;n/e;n/e;559.00;4486.00;363.00;16.00;n/e;n/e;634.00;11.00;2331.00;142.00;n/e;n/e;1280.00;n/e;0.00;388.00;0.00;3833.00
08/01/2024 02:00:00 - 08/01/2024 03:00:00;431.00;n/e;n/e;559.00;4835.00;363.00;17.00;n/e;n/e;634.00;10.00;2156.00;138.00;n/e;n/e;1365.00;n/e;0.00;383.00;4.00;3622.00
08/01/2024 03:00:00 - 08/01/2024 04:00:00;427.00;n/e;n/e;557.00;5199.00;364.00;16.00;n/e;n/e;634.00;8.00;2238.00;138.00;n/e;n/e;1257.00;n/e;0.00;378.00;5.00;3490.00
08/01/2024 04:00:00 - 08/01/2024 05:00:00;429.00;n/e;n/e;561.00;5592.00;432.00;16.00;n/e;n/e;634.00;9.00;2392.00;142.00;n/e;n/e;1196.00;n/e;0.00;378.00;0.00;3333.00
08/01/2024 05:00:00 - 08/01/2024 06:00:00;431.00;n/e;n/e;566.00;6656.00;513.00;26.00;n/e;n/e;634.00;10.00;2341.00;187.00;n/e;n/e;1344.00;n/e;0.00;374.00;0.00;3309.00
08/01/2024 06:00:00 - 08/01/2024 07:00:00;409.00;n/e;n/e;564.00;8632.00;530.00;16.00;n/e;n/e;617.00;10.00;2944.00;328.00;n/e;n/e;1873.00;n/e;0.00;358.00;0.00;3179.00
08/01/2024 07:00:00 - 08/01/2024 08:00:00;374.00;n/e;n/e;559.00;12086.00;566.00;16.00;n/e;n/e;590.00;416.00;4138.00;588.00;n/e;n/e;2182.00;n/e;34.00;364.00;0.00;3214.00
08/01/2024 08:00:00 - 08/01/2024 09:00:00;364.00;n/e;n/e;558.00;13116.00;577.00;16.00;n/e;n/e;590.00;1500.00;5432.00;1009.00;n/e;n/e;2404.00;n/e;524.00;355.00;1.00;3144.00
08/01/2024 09:00:00 - 08/01/2024 10:00:00;372.00;n/e;n/e;557.00;13331.00;577.00;16.00;n/e;n/e;591.00;1640.00;5440.00;946.00;n/e;n/e;2556.00;n/e;1364.00;361.00;0.00;3052.00
08/01/2024 10:00:00 - 08/01/2024 11:00:00;366.00;n/e;n/e;560.00;13747.00;575.00;19.00;n/e;n/e;590.00;1525.00;4964.00;867.00;n/e;n/e;2574.00;n/e;2068.00;364.00;0.00;2928.00
08/01/2024 11:00:00 - 08/01/2024 12:00:00;364.00;n/e;n/e;563.00;13610.00;573.00;21.00;n/e;n/e;588.00;1509.00;4748.00;876.00;n/e;n/e;2516.00;n/e;3024.00;364.00;0.00;2893.00
08/01/2024 12:00:00 - 08/01/2024 13:00:00;371.00;n/e;n/e;563.00;13472.00;573.00;16.00;n/e;n/e;586.00;1178.00;4564.00;776.00;n/e;n/e;2460.00;n/e;2731.00;360.00;0.00;2929.00
08/01/2024 13:00:00 - 08/01/2024 14:00:00;376.00;n/e;n/e;559.00;13959.00;574.00;26.00;n/e;n/e;586.00;661.00;4089.00;547.00;n/e;n/e;2456.00;n/e;2694.00;366.00;0.00;3056.00
08/01/2024 14:00:00 - 08/01/2024 15:00:00;386.00;n/e;n/e;560.00;14592.00;574.00;26.00;n/e;n/e;587.00;824.00;4327.00;430.00;n/e;n/e;2484.00;n/e;2183.00;358.00;0.00;3249.00
08/01/2024 15:00:00 - 08/01/2024 16:00:00;390.00;n/e;n/e;557.00;15339.00;573.00;26.00;n/e;n/e;590.00;1061.00;4650.00;531.00;n/e;n/e;2492.00;n/e;1109.00;364.00;1.00;3388.00
08/01/2024 16:00:00 - 08/01/2024 17:00:00;404.00;n/e;n/e;557.00;15167.00;586.00;26.00;n/e;n/e;593.00;1386.00;5074.00;929.00;n/e;n/e;2587.00;n/e;186.00;361.00;5.00;3683.00
08/01/2024 17:00:00 - 08/01/2024 18:00:00;413.00;n/e;n/e;557.00;15488.00;614.00;26.00;n/e;n/e;592.00;1787.00;5919.00;1298.00;n/e;n/e;2645.00;n/e;0.00;366.00;2.00;3925.00
08/01/2024 18:00:00 - 08/01/2024 19:00:00;420.00;n/e;n/e;422.00;15786.00;614.00;26.00;n/e;n/e;588.00;1765.00;5929.00;1284.00;n/e;n/e;2605.00;n/e;0.00;364.00;1.00;4226.00
08/01/2024 19:00:00 - 08/01/2024 20:00:00;415.00;n/e;n/e;387.00;15842.00;613.00;26.00;n/e;n/e;586.00;1432.00;5736.00;817.00;n/e;n/e;2600.00;n/e;0.00;369.00;1.00;4725.00
08/01/2024 20:00:00 - 08/01/2024 21:00:00;415.00;n/e;n/e;385.00;14684.00;607.00;26.00;n/e;n/e;586.00;661.00;4809.00;635.00;n/e;n/e;2575.00;n/e;0.00;360.00;1.00;5016.00
08/01/2024 21:00:00 - 08/01/2024 22:00:00;410.00;n/e;n/e;384.00;12335.00;604.00;26.00;n/e;n/e;586.00;412.00;3810.00;472.00;n/e;n/e;2482.00;n/e;0.00;371.00;0.00;5314.00
08/01/2024 22:00:00 - 08/01/2024 23:00:00;414.00;n/e;n/e;389.00;9659.00;572.00;26.00;n/e;n/e;586.00;112.00;3204.00;451.00;n/e;n/e;2176.00;n/e;0.00;380.00;0.00;5761.00
08/01/2024 23:00:00 - 09/01/2024 00:00:00;417.00;n/e;n/e;385.00;8288.00;565.00;26.00;n/e;n/e;588.00;1.00;2546.00;301.00;n/e;n/e;1782.00;n/e;0.00;386.00;1.00;6299.00
09/01/2024 00:00:00 - 09/01/2024 01:00:00;411.00;n/e;n/e;384.00;6693.00;567.00;16.00;n/e;n/e;590.00;0.00;2618.00;147.00;n/e;n/e;1722.00;n/e;0.00;382.00;3.00;6593.00
09/01/2024 01:00:00 - 09/01/2024 02:00:00;420.00;n/e;n/e;386.00;6448.00;567.00;26.00;n/e;n/e;590.00;0.00;2345.00;215.00;n/e;n/e;1640.00;n/e;0.00;383.00;3.00;6719.00
09/01/2024 02:00:00 - 09/01/2024 03:00:00;423.00;n/e;n/e;385.00;6865.00;567.00;26.00;n/e;n/e;590.00;0.00;2446.00;212.00;n/e;n/e;1442.00;n/e;0.00;389.00;2.00;6713.00
09/01/2024 03:00:00 - 09/01/2024 04:00:00;421.00;n/e;n/e;389.00;7244.00;567.00;26.00;n/e;n/e;589.00;0.00;2366.00;213.00;n/e;n/e;1466.00;n/e;0.00;392.00;6.00;6771.00
09/01/2024 04:00:00 - 09/01/2024 05:00:00;427.00;n/e;n/e;384.00;7114.00;567.00;26.00;n/e;n/e;590.00;0.00;2436.00;222.00;n/e;n/e;1483.00;n/e;0.00;384.00;10.00;6640.00
09/01/2024 05:00:00 - 09/01/2024 06:00:00;426.00;n/e;n/e;385.00;8814.00;571.00;26.00;n/e;n/e;590.00;0.00;2588.00;229.00;n/e;n/e;1729.00;n/e;0.00;379.00;4.00;6440.00
09/01/2024 06:00:00 - 09/01/2024 07:00:00;425.00;n/e;n/e;388.00;12780.00;579.00;16.00;n/e;n/e;589.00;12.00;2701.00;391.00;n/e;n/e;2137.00;n/e;0.00;365.00;4.00;6212.00
09/01/2024 07:00:00 - 09/01/2024 08:00:00;419.00;n/e;n/e;383.00;17683.00;607.00;16.00;n/e;n/e;589.00;685.00;4391.00;1043.00;n/e;n/e;2474.00;n/e;84.00;373.00;2.00;5839.00
09/01/2024 08:00:00 - 09/01/2024 09:00:00;412.00;n/e;n/e;383.00;18716.00;639.00;16.00;n/e;n/e;577.00;1200.00;5583.00;1437.00;n/e;n/e;2581.00;n/e;1113.00;364.00;2.00;5332.00
09/01/2024 09:00:00 - 09/01/2024 10:00:00;414.00;n/e;n/e;383.00;18410.00;652.00;26.00;n/e;n/e;590.00;828.00;5093.00;1003.00;n/e;n/e;2590.00;n/e;3327.00;363.00;3.00;4681.00
09/01/2024 10:00:00 - 09/01/2024 11:00:00;402.00;n/e;n/e;384.00;17691.00;653.00;26.00;n/e;n/e;593.00;233.00;3919.00;666.00;n/e;n/e;2529.00;n/e;4948.00;371.00;7.00;4236.00
09/01/2024 11:00:00 - 09/01/2024 12:00:00;407.00;n/e;n/e;384.00;17090.00;619.00;26.00;n/e;n/e;594.00;150.00;3500.00;555.00;n/e;n/e;2477.00;n/e;5642.00;373.00;8.00;3938.00
09/01/2024 12:00:00 - 09/01/2024 13:00:00;423.00;n/e;n/e;382.00;16087.00;602.00;26.00;n/e;n/e;592.00;186.00;3260.00;350.00;n/e;n/e;2516.00;n/e;6016.00;368.00;17.00;3699.00
09/01/2024 13:00:00 - 09/01/2024 14:00:00;428.00;n/e;n/e;388.00;16628.00;586.00;21.00;n/e;n/e;592.00;245.00;3205.00;429.00;n/e;n/e;2583.00;n/e;5259.00;364.00;18.00;3372.00
09/01/2024 14:00:00 - 09/01/2024 15:00:00;430.00;n/e;n/e;402.00;18819.00;586.00;26.00;n/e;n/e;593.00;275.00;3466.00;560.00;n/e;n/e;2526.00;n/e;3301.00;368.00;17.00;3189.00
09/01/2024 15:00:00 - 09/01/2024 16:00:00;436.00;n/e;n/e;385.00;20841.00;580.00;21.00;n/e;n/e;591.00;629.00;4050.00;727.00;n/e;n/e;2546.00;n/e;1597.00;370.00;15.00;2903.00
09/01/2024 16:00:00 - 09/01/2024 17:00:00;444.00;n/e;n/e;386.00;21548.00;588.00;16.00;n/e;n/e;594.00;827.00;5467.00;947.00;n/e;n/e;2588.00;n/e;297.00;373.00;5.00;2520.00
09/01/2024 17:00:00 - 09/01/2024 18:00:00;449.00;n/e;n/e;389.00;22613.00;588.00;26.00;n/e;n/e;594.00;2342.00;6224.00;1507.00;n/e;n/e;2659.00;n/e;1.00;371.00;11.00;2159.00
09/01/2024 18:00:00 - 09/01/2024 19:00:00;449.00;n/e;n/e;384.00;22111.00;588.00;16.00;n/e;n/e;592.00;2102.00;6506.00;1484.00;n/e;n/e;2675.00;n/e;0.00;380.00;15.00;1976.00
09/01/2024 19:00:00 - 09/01/2024 20:00:00;449.00;n/e;n/e;385.00;22074.00;585.00;21.00;n/e;n/e;593.00;1501.00;6008.00;1495.00;n/e;n/e;2654.00;n/e;0.00;379.00;18.00;1931.00
09/01/2024 20:00:00 - 09/01/2024 21:00:00;447.00;n/e;n/e;386.00;21748.00;581.00;16.00;n/e;n/e;595.00;1015.00;4791.00;1025.00;n/e;n/e;2587.00;n/e;0.00;373.00;14.00;1968.00
09/01/2024 21:00:00 - 09/01/2024 22:00:00;442.00;n/e;n/e;385.00;17935.00;576.00;16.00;n/e;n/e;595.00;494.00;3108.00;569.00;n/e;n/e;2515.00;n/e;0.00;371.00;14.00;1840.00
09/01/2024 22:00:00 - 09/01/2024 23:00:00;449.00;n/e;n/e;387.00;14486.00;568.00;21.00;n/e;n/e;594.00;86.00;2667.00;508.00;n/e;n/e;2306.00;n/e;0.00;394.00;11.00;1680.00
09/01/2024 23:00:00 - 10/01/2024 00:00:00;451.00;n/e;n/e;393.00;12655.00;551.00;21.00;n/e;n/e;593.00;1.00;2479.00;436.00;n/e;n/e;2080.00;n/e;0.00;377.00;9.00;1503.00
10/01/2024 00:00:00 - 10/01/2024 01:00:00;449.00;n/e;n/e;395.00;11365.00;498.00;16.00;n/e;n/e;593.00;0.00;2402.00;194.00;n/e;n/e;1664.00;n/e;0.00;389.00;8.00;1412.00
10/01/2024 01:00:00 - 10/01/2024 02:00:00;460.00;n/e;n/e;390.00;10693.00;506.00;16.00;n/e;n/e;594.00;0.00;2144.00;134.00;n/e;n/e;1591.00;n/e;0.00;383.00;6.00;1321.00
10/01/2024 02:00:00 - 10/01/2024 03:00:00;449.00;n/e;n/e;401.00;10038.00;558.00;16.00;n/e;n/e;594.00;0.00;2139.00;112.00;n/e;n/e;1549.00;n/e;0.00;389.00;6.00;1205.00
10/01/2024 03:00:00 - 10/01/2024 04:00:00;449.00;n/e;n/e;410.00;9643.00;569.00;16.00;n/e;n/e;594.00;1.00;2062.00;117.00;n/e;n/e;1480.00;n/e;0.00;390.00;7.00;1084.00
10/01/2024 04:00:00 - 10/01/2024 05:00:00;439.00;n/e;n/e;391.00;9931.00;569.00;16.00;n/e;n/e;594.00;36.00;2073.00;123.00;n/e;n/e;1557.00;n/e;0.00;384.00;7.00;1011.00
10/01/2024 05:00:00 - 10/01/2024 06:00:00;436.00;n/e;n/e;393.00;12328.00;556.00;16.00;n/e;n/e;593.00;32.00;2118.00;196.00;n/e;n/e;1754.00;n/e;0.00;388.00;11.00;974.00
10/01/2024 06:00:00 - 10/01/2024 07:00:00;441.00;n/e;n/e;392.00;17334.00;545.00;16.00;n/e;n/e;593.00;213.00;3143.00;399.00;n/e;n/e;2301.00;n/e;0.00;366.00;12.00;927.00
10/01/2024 07:00:00 - 10/01/2024 08:00:00;441.00;n/e;n/e;392.00;23171.00;564.00;26.00;n/e;n/e;592.00;960.00;4409.00;611.00;n/e;n/e;2627.00;n/e;50.00;369.00;8.00;917.00
10/01/2024 08:00:00 - 10/01/2024 09:00:00;443.00;n/e;n/e;391.00;24508.00;592.00;26.00;n/e;n/e;593.00;1646.00;5903.00;1436.00;n/e;n/e;2647.00;n/e;669.00;358.00;7.00;896.00
10/01/2024 09:00:00 - 10/01/2024 10:00:00;443.00;n/e;n/e;385.00;23781.00;587.00;26.00;n/e;n/e;591.00;2327.00;5910.00;1521.00;n/e;n/e;2613.00;n/e;1965.00;364.00;2.00;903.00
10/01/2024 10:00:00 - 10/01/2024 11:00:00;442.00;n/e;n/e;386.00;23841.00;522.00;26.00;n/e;n/e;593.00;1572.00;5437.00;1177.00;n/e;n/e;2580.00;n/e;2738.00;368.00;0.00;887.00
10/01/2024 11:00:00 - 10/01/2024 12:00:00;442.00;n/e;n/e;402.00;23897.00;515.00;26.00;n/e;n/e;594.00;641.00;4890.00;1009.00;n/e;n/e;2541.00;n/e;3143.00;372.00;0.00;802.00
10/01/2024 12:00:00 - 10/01/2024 13:00:00;442.00;n/e;n/e;430.00;23065.00;527.00;26.00;n/e;n/e;593.00;251.00;3350.00;407.00;n/e;n/e;2547.00;n/e;3298.00;375.00;0.00;721.00
10/01/2024 13:00:00 - 10/01/2024 14:00:00;436.00;n/e;n/e;405.00;23435.00;587.00;26.00;n/e;n/e;593.00;263.00;3449.00;433.00;n/e;n/e;2495.00;n/e;2643.00;372.00;0.00;681.00
10/01/2024 14:00:00 - 10/01/2024 15:00:00;442.00;n/e;n/e;442.00;24443.00;592.00;26.00;n/e;n/e;592.00;740.00;4020.00;581.00;n/e;n/e;2531.00;n/e;1774.00;367.00;0.00;749.00
10/01/2024 15:00:00 - 10/01/2024 16:00:00;449.00;n/e;n/e;414.00;24962.00;595.00;26.00;n/e;n/e;592.00;1054.00;5051.00;1078.00;n/e;n/e;2617.00;n/e;875.00;370.00;0.00;937.00
10/01/2024 16:00:00 - 10/01/2024 17:00:00;453.00;n/e;n/e;382.00;24881.00;593.00;26.00;n/e;n/e;591.00;1830.00;5771.00;1347.00;n/e;n/e;2688.00;n/e;170.00;367.00;0.00;1129.00
10/01/2024 17:00:00 - 10/01/2024 18:00:00;454.00;n/e;n/e;386.00;25561.00;592.00;26.00;n/e;n/e;592.00;1976.00;6291.00;1440.00;n/e;n/e;2722.00;n/e;0.00;361.00;1.00;1094.00
10/01/2024 18:00:00 - 10/01/2024 19:00:00;453.00;n/e;n/e;396.00;25326.00;593.00;26.00;n/e;n/e;592.00;2010.00;6347.00;1310.00;n/e;n/e;2711.00;n/e;0.00;371.00;0.00;1205.00
10/01/2024 19:00:00 - 10/01/2024 20:00:00;454.00;n/e;n/e;417.00;25381.00;586.00;26.00;n/e;n/e;592.00;1776.00;5814.00;1363.00;n/e;n/e;2707.00;n/e;0.00;378.00;1.00;1244.00
